date,price,commodity
2024-06-24,19.93000030517578,dairy
2024-07-01,19.719999313354492,dairy
2024-07-08,19.760000228881836,dairy
2024-07-15,19.850000381469727,dairy
2024-07-22,19.829999923706055,dairy
2024-07-29,20.299999237060547,dairy
2024-08-05,20.479999542236328,dairy
2024-08-12,20.56999969482422,dairy
2024-08-19,20.65999984741211,dairy
2024-08-26,20.610000610351562,dairy
2024-09-02,22.780000686645508,dairy
2024-09-09,23.209999084472656,dairy
2024-09-16,23.329999923706055,dairy
2024-09-23,23.299999237060547,dairy
2024-09-30,22.559999465942383,dairy
2024-10-07,22.530000686645508,dairy
2024-10-14,22.760000228881836,dairy
2024-10-21,22.729999542236328,dairy
2024-10-28,20.25,dairy
2024-11-04,20.030000686645508,dairy
2024-11-11,19.920000076293945,dairy
2024-11-18,19.8700008392334,dairy
2024-11-25,19.860000610351562,dairy
2024-12-02,18.8799991607666,dairy
2024-12-09,18.760000228881836,dairy
2024-12-16,18.68000030517578,dairy
2024-12-23,18.690000534057617,dairy
2024-12-30,20.450000762939453,dairy
2025-01-06,20.190000534057617,dairy
2025-01-13,20.299999237060547,dairy
2025-01-20,20.309999465942383,dairy
2025-01-27,20.3799991607666,dairy
2025-02-03,20.110000610351562,dairy
2025-02-10,20.329999923706055,dairy
2025-02-17,20.219999313354492,dairy
2025-02-24,20.229999542236328,dairy
2025-03-03,18.360000610351562,dairy
2025-03-10,18.540000915527344,dairy
2025-03-17,18.530000686645508,dairy
2025-03-24,18.649999618530273,dairy
2025-03-31,17.010000228881836,dairy
2025-04-07,17.219999313354492,dairy
2025-04-14,17.3700008392334,dairy
2025-04-21,17.450000762939453,dairy
2025-04-28,18.489999771118164,dairy
2025-05-05,18.420000076293945,dairy
2025-05-12,18.579999923706055,dairy
2025-05-19,18.579999923706055,dairy
2025-05-26,18.6200008392334,dairy
2025-06-02,18.770000457763672,dairy
2025-06-09,18.75,dairy
2025-06-16,18.670000076293945,dairy
2025-06-23,18.770000457763672,dairy
2025-06-30,17.3700008392334,dairy
2025-07-07,17.3700008392334,dairy
2025-07-14,17.450000762939453,dairy
2025-07-21,17.329999923706055,dairy
2025-07-28,17.200000762939453,dairy
2025-08-04,17.3700008392334,dairy
2025-08-11,17.389999389648438,dairy
2025-08-18,17.389999389648438,dairy
2025-08-25,17.270000457763672,dairy
2025-09-01,17.639999389648438,dairy
2025-09-08,17.59000015258789,dairy
2025-09-15,17.649999618530273,dairy
2025-09-22,17.56999969482422,dairy
2025-09-29,17.209999084472656,dairy
2025-10-06,16.920000076293945,dairy
2025-10-13,16.979999542236328,dairy
2025-10-20,16.889999389648438,dairy
2025-10-27,16.90999984741211,dairy
2025-11-03,17.200000762939453,dairy
2025-11-10,17.219999313354492,dairy
2025-11-17,17.170000076293945,dairy
2025-11-24,17.200000762939453,dairy
2025-12-01,16.020000457763672,dairy
2025-12-08,15.890000343322754,dairy
2025-12-15,15.770000457763672,dairy
2025-12-22,15.859999656677246,dairy
2025-12-29,15.069999694824219,dairy
2026-01-05,14.859999656677246,dairy
2026-01-12,14.739999771118164,dairy
2026-01-19,14.6899995803833,dairy
2026-01-26,14.619999885559082,dairy
2026-02-02,15.380000114440918,dairy
2026-02-09,15.0600004196167,dairy
2026-02-16,15.020000457763672,dairy
2026-02-23,14.9399995803833,dairy
2026-03-02,16.3700008392334,dairy
2026-03-09,16.18000030517578,dairy
2026-03-16,16.139999389648438,dairy
2026-03-23,16.149999618530273,dairy
2026-03-30,17.729999542236328,dairy
2026-04-06,17.030000686645508,dairy
2026-04-13,16.850000381469727,dairy
2026-04-20,16.84000015258789,dairy
2026-04-27,17.079999923706055,dairy
2026-05-04,16.950000762939453,dairy
2026-05-11,16.959999084472656,dairy
2026-05-18,16.920000076293945,dairy
2026-05-25,16.90999984741211,dairy
2026-06-01,16.1299991607666,dairy
2026-06-08,15.989999771118164,dairy
2026-06-15,16.06999969482422,dairy
2026-06-22,16.190000534057617,dairy
